conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/b65133db-b3de-44d1-88fa-1d3deda08245,викладач правознавства закладу вищої освіти/викладачка правознавства закладу вищої освіти,released,,"Викладачі правознавства закладу вищої освіти — це професори, вчителі або викладачі предметів, які навчають учнів, які отримали диплом про повну середню освіту у своїй спеціальній галузі навчання — правознавстві, яка має переважно академічний характер. Вони працюють зі своїми університетськими науковими помічниками та університетськими помічниками викладачів для підготовки лекцій та іспитів, для оцінювання робіт та іспитів, а також для проведення оглядів та відгуків щодо учнів. Вони також проводять наукові дослідження у своїй відповідній галузі правознавства, публікують свої висновки та підтримують зв’язок з іншими колегами з університету.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/b73c752b-9858-4f53-82de-f3a340cbcae9,епідеміолог/епідеміологиня,released,,"Епідеміологи зосереджують свої дослідження на походженні та причинах виникнення хвороб у людей. Вони визначають шляхи розповсюдження хвороб і пропонують заходи профілактики ризику, які допомагають втілити політику охорони здоров’я.
	",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,біолог/біологиня
Occupation,http://data.europa.eu/esco/occupation/b79cfd33-6e46-4b71-b180-c9a84422f047,сейсмолог/сейсмологиня,released,,"Сейсмологи вивчають рух тектонічних плит Землі, які викликають поширення сейсмічних хвиль і землетрусів. Вони вивчають різні джерела, що викликають землетруси, наприклад, вулканічну активність, атмосферні явища або стан океанів, і спостерігають за ними. Вони надають свої наукові спостереження, щоб запобігти небезпеці в будівництві та інфраструктурі.
	",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,геолог/геологиня
Occupation,http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199,географ/географиня,released,,"Географи — це вчені, які вивчають соціально-економічну та фізичну географію. Залежно від своєї спеціалізації вони вивчають політичні, економічні та культурні аспекти людства щодо соціально-економічної географії. Крім того, вони вивчають земні формування, ґрунти, природні кордони та водні потоки, що містяться у фізичній географії.
	",http://data.europa.eu/esco/isco/C2632,"Соціологи, антропологи й пов’язані з ними професіонали"
Occupation,http://data.europa.eu/esco/occupation/bb609566-3ab6-44dd-8f48-cf0b15b96827,інженер з автоматизованих систем керування виробництвом/інженерка з автоматизованих систем керування виробництвом,released,,"Інженери з автоматизованих систем керування виробництвом досліджують, проєктують і розробляють програми та системи для автоматизації виробничого процесу. Вони впроваджують технології та зменшують, якщо це можливо, людський внесок, щоб повністю розкрити потенціал промислової робототехніки. Інженери з автоматизованих систем керування виробництвом контролюють процес і забезпечують безпечну та безперебійну роботу всіх систем.
	",http://data.europa.eu/esco/occupation/d7380260-1386-4e36-98b5-8115ca4a3536,інженер-технолог з нагляду за виробництвом/інженерка-технолог з нагляду за виробництвом
Occupation,http://data.europa.eu/esco/occupation/bc659adc-f42c-4ef6-89fe-fd030033f446,космолог/космологиня,released,,"Космологи зосереджуються на вивченні Всесвіту в цілому, що складається з його походження, еволюції та кінцевої долі. Вони використовують інструменти та наукові прилади для спостереження та вивчення інших галактик і астрономічних об’єктів, як-от зірки, чорні діри, планети та інші небесні тіла.
	",http://data.europa.eu/esco/isco/C2111,Фізики й астрономи
Occupation,http://data.europa.eu/esco/occupation/be3c021d-bd93-45a0-ad32-e8fa8e0d17ef,викладач сучасних мов закладу вищої освіти/викладачка сучасних мов закладу вищої освіти,released,,"Викладачі сучасних мов закладу вищої освіти – це професори, викладачі або лектори, які спеціалізуються на певних предметах і навчають студентів, що отримали диплом про повну середню освіту, у своїй власній спеціалізованій галузі навчання, сучасних мовах, яка носить переважно академічний характер. Спільно з науковими співробітниками та асистентами викладачів університетів вони готують лекції та іспити, оцінюють роботи й іспити, а також займаються атестацією і розбиранням робіт учнів. Вони також проводять академічні дослідження у відповідній галузі сучасних мов, публікують свої висновки та взаємодіють із колегами з інших університетів.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/bfc92738-128b-44f5-92d4-51b10df17961,філософ/філософиня,released,,"Філософи вивчають і обговорюють загальні та структурні проблеми суспільства, людства і окремих людей. У них добре розвинені раціональні здібності та здібності до аргументування, тому вони беруть участь у дискусіях, пов’язаних із існуванням, системами цінностей, знаннями або реальністю. Під час дискусій вони звертаються до логіки, яка веде до глибоких і абстрактних рівнів мислення.
	",http://data.europa.eu/esco/isco/C2633,"Філософи, історики й політологи"
Occupation,http://data.europa.eu/esco/occupation/bff7e8a3-6206-4d38-b25f-fcb6e634c7af,викладач археології закладу вищої освіти/викладачка археології закладу вищої освіти,released,,"Викладачі археології закладу вищої освіти – це професори, викладачі або лектори, які спеціалізуються на викладанні певних предметів і навчають студентів, що отримали диплом про повну середню освіту, у спеціалізованій галузі досліджень – археології, яка носить переважно академічний характер. Спільно з науковими співробітниками та асистентами викладачів університетів вони готують лекції та іспити, оцінюють роботи й іспити, а також займаються атестацією і розбиранням робіт студентів. Вони також проводять академічні дослідження у відповідній галузі археології, публікують свої висновки та взаємодіють із колегами з інших університетів.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/c25b3700-6095-42b7-99fc-b87dc326c044,дослідник-аграрій/дослідниця-аграрійка,released,,"Дослідники-аграрії досліджують ґрунт, тварин і рослини з метою покращення сільськогосподарських процесів, якості сільськогосподарської продукції або впливу сільськогосподарських процесів на навколишнє середовище. Вони планують і реалізують такі проєкти, як проєкти розвитку від імені клієнтів або установ.
	",http://data.europa.eu/esco/isco/C2132,"Радники із сільського, лісового й рибного господарства"
Occupation,http://data.europa.eu/esco/occupation/c262bb96-03bb-4c97-a45b-0cf36db5b048,асистент викладача закладу вищої освіти/асистентка викладача закладу вищої освіти,released,,"Асистенти викладача закладу вищої освіти розподіляють навчальне навантаження з викладачами університетів чи коледжів, зокрема, читають лекції студентам. Вони готують і проводять заняття, а також зустрічаються зі студентами індивідуально щодо оцінок. Вони також поєднують свої лекційні та інші академічні обов’язки з проведенням власних досліджень у своїй галузі навчання. Асистенти викладача закладу вищої освіти обіймають автономну посаду на повний робочий день, попри те, що назва професії містить елемент підпорядкування.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/c3b82711-273d-4fa8-8de7-0ac3d99c16fc,викладач інформатики закладу вищої освіти/викладачка інформатики закладу вищої освіти,released,,"Викладачі інформатики закладу вищої освіти – це професори, викладачі або лектори, які спеціалізуються на певних предметах і навчають студентів, що отримали диплом про повну середню освіту, у своїй власній спеціалізованій галузі навчання, інформатиці, яка носить переважно академічний характер. Спільно з науковими співробітниками та асистентами викладачів університетів вони готують лекції та іспити, оцінюють роботи й іспити, а також займаються атестацією і розбиранням робіт учнів. Вони також проводять академічні дослідження у відповідній галузі інформатики, публікують свої висновки та взаємодіють із колегами з інших університетів.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/c549f0de-c415-428e-865c-973bcd224b39,викладач мовознавства закладу вищої освіти/викладачка мовознавства закладу вищої освіти,released,,"Викладачі мовознавства закладу вищої освіти — це професори, вчителі або викладачі , які навчають студентів, котрі отримали диплом про повну середню освіту, у своїй спеціальній галузі досліджень — мовознавстві, яка має переважно академічний характер. Вони працюють зі своїми університетськими науковими помічниками та університетськими помічниками викладачів \nдля підготовки лекцій та іспитів, для оцінювання робіт та іспитів, а також для проведення оглядових зустрічей та обміну думками зі студентами. Вони також проводять наукові дослідження у своїй відповідній галузі мовознавства, публікують їхні результати та підтримують зв’язок з іншими з університетськими колегами.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,викладач політології закладу вищої освіти/викладачка політології закладу вищої освіти,released,,"Викладачі політології закладу вищої освіти — це професори, вчителі або викладачі, які навчають студентів, котрі отримали диплом про повну середню освіту, у своїй спеціальній галузі досліджень — політології, яка має переважно академічний характер. Вони працюють зі своїми університетськими науковими помічниками та університетськими помічниками викладачів \nдля підготовки лекцій та іспитів, для оцінювання робіт та іспитів, а також для проведення оглядових зустрічей та обміну думками зі студентами. Вони також проводять наукові дослідження у своїй відповідній галузі політології, публікують їхні результати та підтримують зв’язок з іншими з університетськими колегами.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,геолог/геологиня,released,,"Геологи досліджують речовини, з яких складається Земля. Їхні спостереження залежать від мети дослідження. Залежно від спеціалізації, геологи вивчають те, як Земля формувалася з часом, її геологічні шари, якість корисних копалин для гірничих цілей, землетруси та вулканічну активність для приватних послуг і подібні явища.
	",http://data.europa.eu/esco/isco/C2114,Геологи й геофізики
Occupation,http://data.europa.eu/esco/occupation/c8fa93eb-7c2c-42c3-b135-c2e825a6615e,інженер із випробувань/інженерка із випробувань,released,,"Інженери із випробувань планують і проводять детальні тести якості на різних етапах процесу проєктування, аби переконатися, що системи належним чином встановлені і працюють правильно. Вони аналізують дані, зібрані під час випробувань, і складають звіти. Вони також відповідають за безпеку випробувальних операцій.
	",http://data.europa.eu/esco/isco/C2149,"Професіонали з інженерії, не віднесені до інших категорій"
Occupation,http://data.europa.eu/esco/occupation/c90a6ebe-adcc-4395-9f5b-ff3e96e93cef,викладач релігієзнавства закладу вищої освіти/викладачка релігієзнавства закладу вищої освіти,released,,"Викладачі релігієзнавства закладу вищої освіти — це професори, вчителі або викладачі, які навчають студентів, котрі отримали диплом про повну середню освіту, у своїй спеціальній галузі досліджень — релігієзнавстві, яка має переважно академічний характер. Вони працюють зі своїми університетськими науковими помічниками та університетськими помічниками викладачів для підготовки лекцій та іспитів, для оцінювання робіт та іспитів, а також для проведення оглядових зустрічей та обміну думками зі студентами. Вони також проводять наукові дослідження у своїй відповідній галузі релігієзнавства, публікують їхні результати та підтримують зв’язок з іншими з університетськими колегами.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360,інженер-будівельник/інженерка-будівельниця,released,,"Інженери-будівельники проєктують, планують і розробляють технічні та інженерні умови для інфраструктурних і будівельних проєктів. Вони застосовують інженерні знання в широкому спектрі проєктів, від будівництва інфраструктури для транспорту, проєктуванні житла та розкішних будівель до будівництва природних об’єктів. Вони розробляють плани, спрямовані на оптимізацію матеріалів та інтеграцію специфікацій та розподілу ресурсів у рамках тимчасових обмежень.
	",http://data.europa.eu/esco/isco/C2142,Інженери-будівельники
Occupation,http://data.europa.eu/esco/occupation/dab9c6dd-8efb-4fe2-8b10-477ef2bcfd8b,викладач математики закладу вищої освіти/викладачка математики закладу вищої освіти,released,,"Викладачі математики закладу вищої освіти навчають учнів, які отримали диплом про повну середню освіту у своїй спеціальній галузі навчання — математиці, яка має переважно академічний характер. Вони працюють зі своїми університетськими науковими помічниками та університетськими помічниками викладачів для підготовки лекцій та іспитів, для оцінювання робіт та іспитів, а також для проведення оглядів та відгуків щодо учнів. Вони також проводять наукові дослідження у своїй відповідній галузі математики, публікують свої висновки та підтримують зв’язок з іншими колегами з університету.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804,планувальник міст/планувальниця міст,released,,"Планувальники міст створюють плани розвитку невеликих міст, міських територій, великих міст і регіонів. Вони досліджують потреби громади чи регіону (економічні, соціальні, транспортні) та оцінюють інші параметри, як-от сталість довкілля, щоб представити надійні програми, спрямовані на покращення умов певної місцевості.
	",http://data.europa.eu/esco/isco/C2164,Плановик в сфері містобудування та дорожнього будівництва
Occupation,http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e,дослідник у галузі інформатики/дослідниця у галузі інформатики,released,,"Дослідники у галузі інформатики проводять дослідження в галузі комп’ютерної та інформаційної науки, спрямовані на підвищення знань і розуміння фундаментальних аспектів явищ ІКТ. Вони складають дослідницькі звіти та пропозиції. Дослідники у галузі інформатики також винаходять і розробляють нові підходи до обчислювальної технології, знаходять інноваційні способи використання наявних технологій та досліджень і розв’язують складні проблеми в обчислювальній техніці.
	",http://data.europa.eu/esco/isco/C2511,Системні аналітики
Occupation,http://data.europa.eu/esco/occupation/e3cc09ba-7ad5-4411-940c-20613000863a,природоохоронник-дослідник/природоохоронниця-дослідниця,released,,"Природоохоронники-дослідники займаються наглядом за конкретними лісами, парками та іншими природними ресурсами. Вони захищають середовище існування диких тварин, біорізноманіття, мальовничу цінність та інші унікальні атрибути заповідників і природоохоронних угідь. Природоохоронники-дослідники проводять роботи на місцях.
	",http://data.europa.eu/esco/isco/C2133,Професіонали з охорони навколишнього середовища
Occupation,http://data.europa.eu/esco/occupation/e74513c3-8ba8-462f-978c-0450522f4427,викладач хімії закладу вищої освіти/викладачка хімії закладу вищої освіти,released,,"Викладачі хімії закладу вищої освіти — це професори, вчителі або викладачі предметів, які навчають студентів, котрі отримали диплом про повну середню освіту, у своїй спеціальній галузі досліджень — хімії, яка має переважно академічний характер. Вони працюють зі своїми університетськими науковими помічниками та університетськими помічниками викладачів \nдля підготовки лекцій та іспитів, для проведення лабораторних практик, оцінювання робіт, а також для проведення оглядових зустрічей та обміну думками зі студентами. Вони також проводять наукові дослідження у своїй галузі хімії, публікують їхні результати та підтримують зв’язок з іншими колегами з університету.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/e9f50268-4dab-4579-90c2-2ff219eb56f1,викладач інженерної справи закладу вищої освіти/викладачка інженерної справи закладу вищої освіти,released,,"Викладачі інженерної справи закладу вищої освіти — це професори, вчителі або викладачі, які навчають студентів, котрі отримали диплом про повну середню освіту, у своїй спеціальній галузі досліджень — інженерній справі, яка має переважно академічний характер. Вони працюють зі своїми університетськими науковими помічниками та університетськими помічниками викладачів для підготовки лекцій та іспитів, для проведення лабораторних практик, оцінювання робіт та іспитів, а також для проведення оглядових зустрічей та обміну думками зі студентами. Вони також проводять наукові дослідження у своїй галузі інженерної справи, публікують їхні результати та підтримують зв’язок з іншими університетськими колегами.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,біолог/біологиня,released,,"Біологи вивчають живі організми та життя в його широкому розумінні, а також навколишнє середовище. Вони мають на меті пояснити функціональні механізми, взаємодію та еволюцію організмів за допомогою досліджень.
	",http://data.europa.eu/esco/isco/C2131,"Біологи, ботаніки, зоологи й пов’язані з ними професіонали"
Occupation,http://data.europa.eu/esco/occupation/f3d8bc61-f812-4106-afd2-a356e4c11fce,літературознавець/літературознавиця,released,,"Літературознавці досліджують твори літератури, історію літератури, жанри та літературну критику, щоб оцінити твори та навколишні аспекти у відповідному контексті та отримати результати досліджень щодо конкретних тем у галузі літератури.
	",http://data.europa.eu/esco/isco/C2641,Письменники та інші літератори
Occupation,http://data.europa.eu/esco/occupation/f3e23761-0663-4ae0-97a2-0b2dd3fa38a1,інженер-біохімік/інженерка-біохімікиня,released,,"Інженери-біохіміки проводять дослідження в галузі природознавства, прагнучи до нових відкриттів. Вони використовують ці висновки, щоб створити хімічні розчини, які можуть покращити добробут суспільства, наприклад, розчини для вакцин, відновлення тканин, покращення врожаю та досягнення екологічних технологій, як-от чистіше паливо з природних ресурсів.
	",http://data.europa.eu/esco/occupation/ec21ce88-ce14-49b6-be0a-cc53cf5a3a67,інженер-хімік/інженерка-хімік
Occupation,http://data.europa.eu/esco/occupation/fa5b9075-3796-4e86-be0a-b5e6d725c25a,метролог/метрологиня,released,,"Метрологи вивчають  науку про вимірювання і займаються нею. Вони розробляють кількісні системи, одиниці вимірювання та методи вимірювання для застосування в науці. Метрологи створюють нові методи та інструменти, щоб кількісно оцінювати та краще розуміти інформацію.
	",http://data.europa.eu/esco/isco/C2112,Метеорологи
Occupation,http://data.europa.eu/esco/occupation/fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9,викладач класичних мов закладу вищої освіти/викладачка класичних мов закладу вищої освіти,released,,"Викладачі класичних мов закладу вищої освіти — це професори, вчителі або викладачі, які навчають студентів, котрі отримали диплом про повну середню освіту, у своїй спеціальній галузі досліджень — класичних мовах, яка має переважно академічний характер. Вони працюють зі своїми університетськими науковими помічниками та університетськими помічниками викладачів для підготовки лекцій та іспитів, для оцінювання робіт та іспитів, а також для проведення оглядових зустрічей та обміну думками зі студентами. Вони також проводять наукові дослідження у своїй відповідній галузі класичних мов, публікують їхні результати та підтримують зв’язок з іншими з університетськими колегами.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/ff656b3a-65a8-4b4f-b04e-9db12936519b,демограф/демографиня,released,,"Демографи вивчають різноманітні показник, пов’язані з населенням. На основі своїх спостережень вони розробляють статистичні аналізи еволюції та змін народжуваності, кількості людей похилого віку, одружень та розлучень, зайнятості, смертності, імміграції та пов’язаних з цим питань.
	",http://data.europa.eu/esco/isco/C2120,"Математики, актуарії та статистики"
